ID,SampleID,ArticleID,Reference, YearPub,PubStatus  (0=published; 1=unpublished),StudyDesign (1=correlational; 2=experiment),WorkSetting (0=student; 1=work),CMV/same-source effect (0=no CMV; 1=CMV),PM.Construct,PM.Measure,PM.Autonomy (1=discretionary; 2=obligatory; 3=unclear),PM.Generality (1=global; 2=contextual; 3=situational; 4=unclear),note.generality,Ipsative (0=normative measure; 1=ipsative measure),DV,DV.Dimension (wb=well-being; pb=prosocial behavior; perf=job performance; career=career success),WB.Generality (1=others; 2=situational),PB.Type (1=affliative; 2=challenging),DV.Objectivity (1=objective; 2=subjective),N,Pct.Female,Country,Individualism.con,Individualistic.bin (1=individualistic culture; 0=collectivist culture),ES_uncorrected,Rxx,Ryy,ES_corrected
404,142,114,Spaulding (1980),1980,1,1,1,0,social interests_social,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of General Suitability,perf,,,2,167,0,US,91,1,0.23,0.82,0.858,0.274206197
405,142,114,Spaulding (1980),1980,1,1,1,0,social interests_social,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Work Quality,perf,,,2,167,0,US,91,1,0.11,0.82,0.858,0.131142094
406,142,114,Spaulding (1980),1980,1,1,1,0,social interests,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Relation with Others,pb,,1,2,167,0,US,91,1,0.2,0.82,0.845,0.240267326
407,142,114,Spaulding (1980),1980,1,1,1,0,social interests,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Supervisor ratings,perf,,,2,167,0,US,91,1,-0.04,0.82,0.858,-0.047688034
408,143,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Academic grades (final average),perf,,,1,55,0,US,91,1,0.02,0.82,1,0.022086305
409,143,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of General Suitability,perf,,,2,55,0,US,91,1,0.29,0.82,0.858,0.345738249
410,143,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Work Quality,perf,,,2,55,0,US,91,1,0.08,0.82,0.858,0.095376069
411,143,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Relation with Others,pb,,1,2,55,0,US,91,1,0.4,0.82,0.845,0.480534652
412,143,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Supervisor ratings,perf,,,2,55,0,US,91,1,0.1,0.82,0.858,0.119220086
413,143,114,Spaulding (1980),1980,1,1,1,0,social interests_social,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Academic grades (final average),perf,,,1,55,0,US,91,1,0.05,0.82,1,0.055215763
414,143,114,Spaulding (1980),1980,1,1,1,0,social interests_social,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of General Suitability,perf,,,2,55,0,US,91,1,0.3,0.82,0.858,0.357660257
415,143,114,Spaulding (1980),1980,1,1,1,0,social interests_social,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Work Quality,perf,,,2,55,0,US,91,1,0.11,0.82,0.858,0.131142094
416,143,114,Spaulding (1980),1980,1,1,1,0,social interests,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Relation with Others,pb,,1,2,55,0,US,91,1,0.46,0.82,0.845,0.55261485
417,143,114,Spaulding (1980),1980,1,1,1,0,social interests,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Supervisor ratings,perf,,,2,55,0,US,91,1,0.06,0.82,0.858,0.071532051
418,144,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Academic grades (final average),perf,,,1,42,1,US,91,1,0.04,0.82,1,0.04417261
419,144,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of General Suitability,perf,,,2,42,1,US,91,1,-0.01,0.82,0.858,-0.011922009
420,144,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Work Quality,perf,,,2,42,1,US,91,1,0.02,0.82,0.858,0.023844017
421,144,114,Spaulding (1980),1980,1,1,1,0,social interests_social service,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Relation with Others,pb,,1,2,42,1,US,91,1,0.23,0.82,0.845,0.276307425
422,144,114,Spaulding (1980),1980,1,1,1,0,social interests_social,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Academic grades (final average),perf,,,1,42,1,US,91,1,0.14,0.82,1,0.154604137
423,144,114,Spaulding (1980),1980,1,1,1,0,social interests_social,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of General Suitability,perf,,,2,42,1,US,91,1,0.12,0.82,0.858,0.143064103
424,144,114,Spaulding (1980),1980,1,1,1,0,social interests_social,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Work Quality,perf,,,2,42,1,US,91,1,0.2,0.82,0.858,0.238440172
425,144,114,Spaulding (1980),1980,1,1,1,0,social interests,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Instructor's ratings of Relation with Others,pb,,1,2,42,1,US,91,1,0.29,0.82,0.845,0.348387623
426,144,114,Spaulding (1980),1980,1,1,1,0,social interests,Strong-Campbell Interest Inventory-SCII (1974),1,2,,0,Supervisor ratings,perf,,,2,42,1,US,91,1,0.12,0.82,0.858,0.143064103
427,145,115,"Coffey, 1949",1949,1,1,1,0,social interests,Kuder Preference Record,1,2,,0,Supervisor Ratings,perf,,,2,54,,US,91,1,-0.1507,0.893,0.858,-0.172164608
428,146,116,"Wiggins & Weslander, 1979",1979,0,1,1,0,social interests,Vocational Preference Inventory,1,2,,0,"supervisor rating on Satisfaction With Performance Blank (Wiggins, 1975)",perf,,,2,320,0.5,US,91,1,0.564,0.89,0.858,0.645417084
429,147,117,"Weslander, 1981",1981,1,1,1,0,social interests,Vocational Preference Inventory,1,2,,0,supervisor ratings of effectiveness,perf,,,2,57,,US,91,1,0.26,0.89,0.73,0.322564757
430,148,118,Mass (1979),1979,1,1,1,0,social interests,Vocational Preference Inventory,1,2,,0,Performance Evaluation Report,perf,,,2,28,0,US,91,1,0.289,0.89,0.965,0.311845286
431,148,118,Mass (1979),1979,1,1,1,0,social interests,Vocational Preference Inventory,1,2,,0,Overall Effectiveness Rating,perf,,,2,28,0,US,91,1,0.295,0.89,0.968,0.317825936
432,149,119,"Mallinckrodt & Gelso, 2002",2002,0,1,1,0,social interests,Vocational Preference Inventory-Form B,1,2,,0,Research Productivity,perf,,,1,325,0.550769231,US,91,1,0.02,0.83,1,0.021952852
433,150,120,Kittrell (1980),1980,1,1,1,0,social interests,SVIB-SCII,1,2,,0,area supervisor ratings,perf,,,2,212,,US,91,1,0.0548,0.82,0.858,0.065332607
434,150,120,Kittrell (1980),1980,1,1,1,1,social interests,SVIB-SCII,1,2,,0,job satisafaction,wb,,,2,212,,US,91,1,0.2098,0.82,0.87,0.248392759
435,151,121,"Johnson & Hogan, 1981",1991,0,1,1,0,social interests,Self Directed Search (1973),1,2,,0,Supervisor ratings-Overall,perf,,,2,50,0.2,US,91,1,0.03,0.697,0.92,0.037463725
436,151,121,"Johnson & Hogan, 1981",1991,0,1,1,0,social interests,Self Directed Search (1973),1,2,,0,Complimentary Letters,perf,,,1,50,0.2,US,91,1,0.23,0.697,1,0.275493557
437,151,121,"Johnson & Hogan, 1981",1991,0,1,1,0,social interests,Self Directed Search (1973),1,2,,0,Complaint Letters,perf,,,1,50,0.2,US,91,1,-0.3,0.697,1,-0.359339423
438,152,121,"Johnson & Hogan, 1981",1991,0,1,1,0,social interests,Self Directed Search (1973),1,2,,0,Supervisor Ratings-Overall,perf,,,2,38,0.052631579,US,91,1,-0.05,0.697,0.82,-0.066137335
439,153,122,"Kieffer, Schinka, & Curtis, 2004",2004,0,1,1,0,social interests,Self Directed Search-Form R (1985),1,2,,0,Supervisor Ratings-Overall,perf,,,2,514,0.628404669,US,91,1,0.02,0.887,0.94,0.021903033
440,153,122,"Kieffer, Schinka, & Curtis, 2004",2004,0,1,1,0,social interests,Self Directed Search-Form R (1985),1,2,,0,Supervisor Ratings-Quality,perf,,,2,514,0.628404669,US,91,1,0.02,0.887,0.89,0.02250988
441,154,123,"Moberg, 1996",1996,1,1,1,0,social interests,Strong Interest Inventory (1985),1,2,,0,Supervisor Ratings,perf,,,2,251,0.505976096,US,91,1,0.11,0.89,0.95,0.119628837
442,154,123,"Moberg, 1996",1996,1,1,1,0,social interests,Strong Interest Inventory (1985),1,2,,0,Coworker Ratings,perf,,,2,251,0.505976096,US,91,1,0.05,0.89,0.92,0.055256209
443,155,124,"Wiggins & Weslander, 1986",1986,1,1,1,0,social interests,Vocational Preference Inventory,1,2,,0,Supervisor Ratings,perf,,,2,123,0.528455285,US,91,1,0.64,0.89,0.89,0.719101124
444,156,125,"Richards, 1993",1993,0,1,1,0,social interests,Life Events,1,2,,0,Productivity,perf,,,1,"1,390",,US,91,1,-0.07,0.842,0.85,-0.082743242
445,156,125,"Richards, 1993",1993,0,1,1,0,social interests,Life Events,1,2,,0,Productivity,perf,,,1,"1,390",,US,91,1,-0.1,0.842,0.9,-0.114874253
446,156,125,"Richards, 1993",1993,0,1,1,0,social interests,Life Events,1,2,,0,Productivity,perf,,,1,"1,390",,US,91,1,-0.05,0.842,0.63,-0.068650497
447,156,125,"Richards, 1993",1993,0,1,1,0,social interests,Life Events,1,2,,0,Productivity,perf,,,1,"1,390",,US,91,1,-0.08,0.842,0.86,-0.094012308
448,156,125,"Richards, 1993",1993,0,1,1,0,social interests,Life Events,1,2,,0,Productivity,perf,,,1,"1,390",,US,91,1,-0.02,0.842,0.9,-0.022974851
449,156,125,"Richards, 1993",1993,0,1,1,0,social interests,Life Events,1,2,,0,Productivity,perf,,,1,"1,390",,US,91,1,-0.1,0.842,0.94,-0.11240355
450,156,125,"Richards, 1993",1993,0,1,1,0,social interests,Life Events,1,2,,0,Productivity,perf,,,1,"1,390",,US,91,1,-0.08,0.842,0.94,-0.08992284
451,157,126,"Fritzsche, Powell, & Hoffman, 1999",1999,0,1,1,0,social interests,Self Directed Search (1994),1,2,,0,Productivity,perf,,,1,90,0.855555556,US,91,1,-0.04,0.916,1,-0.041793838
452,158,127,"Krebs, Smither, & Hurley, 1991",1991,0,1,1,0,social interests,Vocational Preference Inventory-Form B,1,2,,0,Productivity,perf,,,1,260,0.465384615,US,91,1,-0.12,0.83,1,-0.131717112
453,159,128,"Lin, Savani, & Ilies,2019",2019,0,2,1,1,controlled motivation,exp. Condition (free will as manipulation check),2,3,,0,Positive Affect,wb,2,,2,400,0.51,US,91,1,-0.44,0.828,0.91,-0.506893605
454,159,128,"Lin, Savani, & Ilies,2019",2019,0,2,1,1,autonomous motivation,exp. Condition (free will as manipulation check),1,3,,0,Positive Affect,wb,2,,2,400,0.51,US,91,1,0.34,0.684,0.91,0.43095326
455,159,128,"Lin, Savani, & Ilies,2019",2019,0,2,1,1,citizenship pressure,"Bolino, Turnley, Gilstrap,  & Suazo, 2010",2,3,,0,positive Affect,wb,2,,2,400,0.51,US,91,1,-0.25,0.93,0.91,-0.271755184
456,160,128,"Lin, Savani, & Ilies,2019",2019,0,1,1,1,controlled motivation,Weinstein and Ryan (2010),2,3,,0,Positive Affect,wb,2,,2,80,0.51,China,20,0,-0.24,0.76,0.96,-0.280975743
457,160,128,"Lin, Savani, & Ilies,2019",2019,0,1,1,1,autonomous motivation,Weinstein and Ryan (2010),1,3,,0,Positive Affect,wb,2,,2,80,0.51,China,20,0,0.49,0.75,0.96,0.577470538
458,160,128,"Lin, Savani, & Ilies,2019",2019,0,1,1,1,controlled motivation,Weinstein and Ryan (2010),2,3,,0,Helping behavior,pb,,1,2,80,0.51,China,20,0,-0.03,0.76,0.92,-0.035877365
459,160,128,"Lin, Savani, & Ilies,2019",2019,0,1,1,1,autonomous motivation,Weinstein and Ryan (2010),1,3,,0,Helping behavior,pb,,1,2,80,0.51,China,20,0,-0.04,0.75,0.92,-0.048154341
460,160,128,"Lin, Savani, & Ilies,2019",2019,0,1,1,1,citizenship pressure,"Bolino, Turnley, Gilstrap,  & Suazo, 2010",2,3,,0,Positive Affect,wb,2,,2,80,0.51,China,20,0,-0.08,0.92,0.96,-0.085125653
461,160,128,"Lin, Savani, & Ilies,2019",2019,0,1,1,1,citizenship pressure,Bolino et al. (2010),2,3,,0,Helping behavior,pb,,1,2,80,0.51,China,20,0,-0.07,0.92,0.92,-0.076086957
462,161,129,"Aw, S. S., Ilies, R., & De Pater, I. E. (2019). Dispositional empathy, emotional display authenticity, and employee outcomes. The Journal of applied psychology.",2019,0,1,1,1,Other orientation,De Dreu & Nauta (2009),1,3,,0,Job satisfaction,wb,2,,2,156,0.718,Singapore,20,0,0.32,0.81,0.74,0.413324938
463,161,129,"Aw, S. S., Ilies, R., & De Pater, I. E. (2019). Dispositional empathy, emotional display authenticity, and employee outcomes. The Journal of applied psychology.",2019,0,1,1,0,Other orientation,De Dreu & Nauta (2009),1,3,,0,Performance,perf,,,2,156,0.718,Singapore,20,0,0.16,0.81,0.858,0.191926008
464,162,130,"Bamberger, P., & Belogolovsky, E. (2017). The dark side of transparency: How and when pay administration practices affect employee helping. Journal of Applied Psychology, 102(4), 658.",2017,0,2,0,0,Prosocial motives,Rioux and Penner’s (2001),1,3,,0,Performance,perf,,,1,146,0.42,Singapore,20,0,0.006,0.94,1,0.006188527
465,162,130,"Bamberger, P., & Belogolovsky, E. (2017). The dark side of transparency: How and when pay administration practices affect employee helping. Journal of Applied Psychology, 102(4), 658.",2017,0,2,0,0,Prosocial motives,Rioux and Penner’s (2001),1,3,,0,helping_ht3,pb,,1,1,146,0.42,Singapore,20,0,0.15,0.94,1,0.154713187
466,162,130,"Bamberger, P., & Belogolovsky, E. (2017). The dark side of transparency: How and when pay administration practices affect employee helping. Journal of Applied Psychology, 102(4), 658.",2017,0,2,0,0,Prosocial motives,Rioux and Penner’s (2001),1,3,,0,helping_ht6,pb,,1,1,146,0.42,Singapore,20,0,0.24,0.94,1,0.247541099
467,162,130,"Bamberger, P., & Belogolovsky, E. (2017). The dark side of transparency: How and when pay administration practices affect employee helping. Journal of Applied Psychology, 102(4), 658.",2017,0,2,0,0,Prosocial motives,Rioux and Penner’s (2001),1,3,,0,helping_ht1,pb,,1,1,146,0.42,Singapore,20,0,0.02,0.94,1,0.020628425
468,162,130,"Bamberger, P., & Belogolovsky, E. (2017). The dark side of transparency: How and when pay administration practices affect employee helping. Journal of Applied Psychology, 102(4), 658.",2017,0,2,0,0,Prosocial motives,Rioux and Penner’s (2001),1,3,,0,helping_lt3,pb,,1,1,146,0.42,Singapore,20,0,0.12,0.94,1,0.12377055
469,162,130,"Bamberger, P., & Belogolovsky, E. (2017). The dark side of transparency: How and when pay administration practices affect employee helping. Journal of Applied Psychology, 102(4), 658.",2017,0,2,0,0,Prosocial motives,Rioux and Penner’s (2001),1,3,,0,helping_lt6,pb,,1,1,146,0.42,Singapore,20,0,0.27,0.94,1,0.278483736
470,163,131,"Buch, R., Kuvaas, B., & Dysvik, A. (2019). The role of other orientation in reactions to social and economic leader–member exchange relationships. Journal of Organizational Behavior, 40(3), 296-310.",2019,0,1,1,1,Other orientation,CES,2,3,,1,affective commitment,wb,2,,2,200,0.19,Norway,69,1,0.17,0.75,0.88,0.209255535
471,163,131,"Buch, R., Kuvaas, B., & Dysvik, A. (2019). The role of other orientation in reactions to social and economic leader–member exchange relationships. Journal of Organizational Behavior, 40(3), 296-310.",2019,0,1,1,1,Other orientation,CES,2,3,,1,turnover intention,wb,2,,2,200,0.19,Norway,69,1,0.08,0.75,0.93,0.095789494
472,164,131,"Buch, R., Kuvaas, B., & Dysvik, A. (2019). The role of other orientation in reactions to social and economic leader–member exchange relationships. Journal of Organizational Behavior, 40(3), 296-310.",2019,0,1,1,1,Other orientation,CES,2,3,,1,affective commitment,wb,2,,2,4518,0.56,Norway,69,1,0.04,0.8,0.82,0.04938648
473,164,131,"Buch, R., Kuvaas, B., & Dysvik, A. (2019). The role of other orientation in reactions to social and economic leader–member exchange relationships. Journal of Organizational Behavior, 40(3), 296-310.",2019,0,1,1,1,Other orientation,CES,2,3,,1,turnover intention,wb,2,,2,4518,0.56,Norway,69,1,-0.03,0.8,0.91,-0.035160542
474,164,131,"Buch, R., Kuvaas, B., & Dysvik, A. (2019). The role of other orientation in reactions to social and economic leader–member exchange relationships. Journal of Organizational Behavior, 40(3), 296-310.",2019,0,1,1,1,Other orientation,CES,2,3,,1,OCB,pb,,1,2,4518,0.56,Norway,69,1,0.22,0.8,0.87,0.263704816
475,165,132,"Lam, C. F., & Mayer, D. M. (2014). When do employees speak up for their customers? A model of voice in a customer service context. Personnel Psychology, 67(3), 637-666.",2014,0,1,1,0,Customer orientation,"Susskind, Kacmar, & Borchgrevink, 2003",1,3,,0,Voice,pb,,2,2,120,0.5,US,91,1,0.02,0.78,0.89,0.024004225
476,166,133,"Lemoine, G. J., & Blum, T. C. (2019). Servant leadership, leader gender, and team gender role: Testing a female advantage in a cascading model of performance. Personnel Psychology.",2019,0,1,1,0,Prosocial Motivation,Grant & Sumanth (2009),1,2,,0,Performance,perf,,,2,415,0.61,US,91,1,0.12,0.9,0.91,0.132598709
477,167,134,"Kouchaki, M., & Desai, S. D. (2015). Anxious, threatened, and also unethical: How anxiety makes individuals feel threatened and commit unethical acts. Journal of Applied Psychology, 100(2), 360.",2015,0,1,1,0,Prosocial Motivation,Grant (2008),1,2,,0,Performance,perf,,,2,74,0.36,StudyResponse.com,,,0.43,0.93,0.79,0.501664576
478,167,134,"Kouchaki, M., & Desai, S. D. (2015). Anxious, threatened, and also unethical: How anxiety makes individuals feel threatened and commit unethical acts. Journal of Applied Psychology, 100(2), 360.",2015,0,1,1,1,Prosocial Motivation,Grant (2008),1,2,,0,Anxiety,wb,2,,2,74,0.36,StudyResponse.com,,,0.16,0.93,0.78,0.187858654
479,168,135,"Koopmann, J., Johnson, R. E., Wang, M., Lanaj, K., Wang, G., & Shi, J. (2018). A self-regulation perspective on how and when regulatory focus differentially relates to citizenship behaviors. Journal of Applied Psychology.",2018,0,1,1,1,Other Orientation,De Dreu & Nauta (2009),1,3,,0,Emotional exhaustion,wb,2,,2,227,0.996,CHINA,20,0,0.01,0.68,0.96,0.012376844
480,168,135,"Koopmann, J., Johnson, R. E., Wang, M., Lanaj, K., Wang, G., & Shi, J. (2018). A self-regulation perspective on how and when regulatory focus differentially relates to citizenship behaviors. Journal of Applied Psychology.",2018,0,1,1,1,Other Orientation,De Dreu & Nauta (2009),1,3,,0,Helping,pb,,1,2,227,0.996,CHINA,20,0,0.1,0.68,0.91,0.127123209
481,168,135,"Koopmann, J., Johnson, R. E., Wang, M., Lanaj, K., Wang, G., & Shi, J. (2018). A self-regulation perspective on how and when regulatory focus differentially relates to citizenship behaviors. Journal of Applied Psychology.",2018,0,1,1,0,Other Orientation,De Dreu & Nauta (2009),1,3,,0,Voice,pb,,2,2,227,0.996,CHINA,20,0,0.02,0.68,0.98,0.024499798
482,169,136,"Kim, Y. J., Van Dyne, L., & Lee, S. M. (2018). A dyadic model of motives, pride, gratitude, and helping. Journal of Organizational Behavior, 39(10), 1367-1382.",2018,0,2,1,0,Other orientation,De Dreu & Nauta (2009),1,3,,0,Helping,pb,,1,1,213,,US,91,1,0.1,0.96,1,0.102062073
483,169,136,"Kim, Y. J., Van Dyne, L., & Lee, S. M. (2018). A dyadic model of motives, pride, gratitude, and helping. Journal of Organizational Behavior, 39(10), 1367-1382.",2018,0,2,1,0,Autonomous motives,Weinstein and Ryan (2010),1,3,,0,Helping,pb,,1,1,213,,US,91,1,0.07,0.76,1,0.080295507
